2022-01-09 13:01:12.867329: iter: [1/100], train_loss: 2.196398, valid_loss: 2.064136, best_valid_loss: 2.064136, lr: 0.0010000
2022-01-09 13:01:59.021686: iter: [61/100], train_loss: 1.039703, valid_loss: 1.067063, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:01:59.706856: iter: [62/100], train_loss: 1.041293, valid_loss: 1.068884, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:00.430149: iter: [63/100], train_loss: 1.041352, valid_loss: 1.070103, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:01.114021: iter: [64/100], train_loss: 1.039698, valid_loss: 1.070686, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:01.788217: iter: [65/100], train_loss: 1.046738, valid_loss: 1.070096, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:02.453037: iter: [66/100], train_loss: 1.043273, valid_loss: 1.068674, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:03.184091: iter: [67/100], train_loss: 1.046608, valid_loss: 1.067924, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:03.874403: iter: [68/100], train_loss: 1.053575, valid_loss: 1.072238, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:04.580163: iter: [69/100], train_loss: 1.050073, valid_loss: 1.068360, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:05.290985: iter: [70/100], train_loss: 1.041512, valid_loss: 1.070229, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:05.974744: iter: [71/100], train_loss: 1.046407, valid_loss: 1.070074, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:06.638967: iter: [72/100], train_loss: 1.038134, valid_loss: 1.071424, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:07.358245: iter: [73/100], train_loss: 1.046477, valid_loss: 1.073436, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:08.014089: iter: [74/100], train_loss: 1.041634, valid_loss: 1.070887, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:08.729288: iter: [75/100], train_loss: 1.044756, valid_loss: 1.069345, best_valid_loss: 1.067063, lr: 0.0001000
2022-01-09 13:02:09.469572: iter: [76/100], train_loss: 1.044706, valid_loss: 1.069875, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:10.165273: iter: [77/100], train_loss: 1.041221, valid_loss: 1.071527, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:10.840889: iter: [78/100], train_loss: 1.048169, valid_loss: 1.071578, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:11.538611: iter: [79/100], train_loss: 1.044704, valid_loss: 1.070417, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:12.241395: iter: [80/100], train_loss: 1.049849, valid_loss: 1.070893, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:12.970763: iter: [81/100], train_loss: 1.041221, valid_loss: 1.069848, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:13.641196: iter: [82/100], train_loss: 1.049870, valid_loss: 1.071420, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:14.322975: iter: [83/100], train_loss: 1.053310, valid_loss: 1.071994, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:15.018817: iter: [84/100], train_loss: 1.048144, valid_loss: 1.070345, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:15.717911: iter: [85/100], train_loss: 1.044778, valid_loss: 1.072471, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:16.433611: iter: [86/100], train_loss: 1.042925, valid_loss: 1.070264, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:17.105489: iter: [87/100], train_loss: 1.049810, valid_loss: 1.071871, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:17.820577: iter: [88/100], train_loss: 1.049803, valid_loss: 1.072431, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:18.512898: iter: [89/100], train_loss: 1.044660, valid_loss: 1.071896, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:19.206482: iter: [90/100], train_loss: 1.039483, valid_loss: 1.073443, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:19.899665: iter: [91/100], train_loss: 1.046420, valid_loss: 1.070210, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:20.603424: iter: [92/100], train_loss: 1.044606, valid_loss: 1.071293, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:21.312309: iter: [93/100], train_loss: 1.041150, valid_loss: 1.071835, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:22.007086: iter: [94/100], train_loss: 1.048184, valid_loss: 1.070212, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:22.714194: iter: [95/100], train_loss: 1.051543, valid_loss: 1.071271, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:23.479327: iter: [96/100], train_loss: 1.048045, valid_loss: 1.070695, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:24.298319: iter: [97/100], train_loss: 1.041157, valid_loss: 1.068471, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:25.088825: iter: [98/100], train_loss: 1.048172, valid_loss: 1.070120, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:25.828505: iter: [99/100], train_loss: 1.044655, valid_loss: 1.069561, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:02:26.582056: iter: [100/100], train_loss: 1.046395, valid_loss: 1.073936, best_valid_loss: 1.067063, lr: 0.0000100
2022-01-09 13:25:33.104353: iter: [1/50], train_loss: 2.357558, valid_loss: 2.262785, best_valid_loss: 2.262785, lr: 0.0010000
2022-01-09 13:25:33.896334: iter: [2/50], train_loss: 2.027248, valid_loss: 1.625168, best_valid_loss: 1.625168, lr: 0.0010000
2022-01-09 13:25:34.661374: iter: [3/50], train_loss: 1.317522, valid_loss: 1.215469, best_valid_loss: 1.215469, lr: 0.0010000
2022-01-09 13:25:35.451145: iter: [4/50], train_loss: 1.095592, valid_loss: 1.154125, best_valid_loss: 1.154125, lr: 0.0010000
2022-01-09 13:25:36.172676: iter: [5/50], train_loss: 1.071045, valid_loss: 1.135032, best_valid_loss: 1.135032, lr: 0.0010000
2022-01-09 13:25:36.947768: iter: [6/50], train_loss: 1.048909, valid_loss: 1.118588, best_valid_loss: 1.118588, lr: 0.0010000
2022-01-09 13:25:37.709730: iter: [7/50], train_loss: 1.043015, valid_loss: 1.117509, best_valid_loss: 1.117509, lr: 0.0010000
2022-01-09 13:25:38.503248: iter: [8/50], train_loss: 1.041172, valid_loss: 1.118598, best_valid_loss: 1.117509, lr: 0.0010000
2022-01-09 13:25:39.222782: iter: [9/50], train_loss: 1.041704, valid_loss: 1.120303, best_valid_loss: 1.117509, lr: 0.0010000
2022-01-09 13:25:39.902964: iter: [10/50], train_loss: 1.043098, valid_loss: 1.110118, best_valid_loss: 1.110118, lr: 0.0010000
2022-01-09 13:25:40.584828: iter: [11/50], train_loss: 1.038711, valid_loss: 1.101707, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:41.308740: iter: [12/50], train_loss: 1.050831, valid_loss: 1.106885, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:42.063246: iter: [13/50], train_loss: 1.042030, valid_loss: 1.107700, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:42.849121: iter: [14/50], train_loss: 1.042038, valid_loss: 1.102277, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:43.539815: iter: [15/50], train_loss: 1.049670, valid_loss: 1.106782, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:44.277497: iter: [16/50], train_loss: 1.038335, valid_loss: 1.101959, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:45.015256: iter: [17/50], train_loss: 1.049445, valid_loss: 1.104219, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:45.719927: iter: [18/50], train_loss: 1.043687, valid_loss: 1.104736, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:46.407721: iter: [19/50], train_loss: 1.043546, valid_loss: 1.111816, best_valid_loss: 1.101707, lr: 0.0010000
2022-01-09 13:25:47.066399: iter: [20/50], train_loss: 1.033908, valid_loss: 1.098491, best_valid_loss: 1.098491, lr: 0.0010000
2022-01-09 13:25:47.733615: iter: [21/50], train_loss: 1.029104, valid_loss: 1.101835, best_valid_loss: 1.098491, lr: 0.0010000
2022-01-09 13:25:48.425359: iter: [22/50], train_loss: 1.046281, valid_loss: 1.106965, best_valid_loss: 1.098491, lr: 0.0010000
2022-01-09 13:25:49.081247: iter: [23/50], train_loss: 1.032666, valid_loss: 1.105462, best_valid_loss: 1.098491, lr: 0.0010000
2022-01-09 13:25:49.823307: iter: [24/50], train_loss: 1.032644, valid_loss: 1.100417, best_valid_loss: 1.098491, lr: 0.0010000
2022-01-09 13:25:50.571875: iter: [25/50], train_loss: 1.045800, valid_loss: 1.104536, best_valid_loss: 1.098491, lr: 0.0010000
2022-01-09 13:25:51.298113: iter: [26/50], train_loss: 1.042415, valid_loss: 1.103940, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:52.090590: iter: [27/50], train_loss: 1.027275, valid_loss: 1.102121, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:52.829843: iter: [28/50], train_loss: 1.042395, valid_loss: 1.102949, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:53.578768: iter: [29/50], train_loss: 1.033631, valid_loss: 1.102789, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:54.388575: iter: [30/50], train_loss: 1.037829, valid_loss: 1.103199, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:55.127333: iter: [31/50], train_loss: 1.023284, valid_loss: 1.102958, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:55.986251: iter: [32/50], train_loss: 1.037833, valid_loss: 1.103342, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:56.716300: iter: [33/50], train_loss: 1.029802, valid_loss: 1.103066, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:57.485689: iter: [34/50], train_loss: 1.030887, valid_loss: 1.103715, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:58.220391: iter: [35/50], train_loss: 1.037676, valid_loss: 1.104016, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:58.899124: iter: [36/50], train_loss: 1.023092, valid_loss: 1.103782, best_valid_loss: 1.098491, lr: 0.0001000
2022-01-09 13:25:59.588361: iter: [37/50], train_loss: 1.035181, valid_loss: 1.103812, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:00.295111: iter: [38/50], train_loss: 1.030610, valid_loss: 1.103732, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:00.958092: iter: [39/50], train_loss: 1.022715, valid_loss: 1.103670, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:01.639272: iter: [40/50], train_loss: 1.022725, valid_loss: 1.103787, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:02.294139: iter: [41/50], train_loss: 1.029690, valid_loss: 1.103885, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:02.939473: iter: [42/50], train_loss: 1.034176, valid_loss: 1.103874, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:03.637620: iter: [43/50], train_loss: 1.022711, valid_loss: 1.103843, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:04.365871: iter: [44/50], train_loss: 1.037512, valid_loss: 1.103929, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:05.060966: iter: [45/50], train_loss: 1.026085, valid_loss: 1.103929, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:05.709232: iter: [46/50], train_loss: 1.034036, valid_loss: 1.103958, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:06.405571: iter: [47/50], train_loss: 1.027105, valid_loss: 1.103935, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:07.079810: iter: [48/50], train_loss: 1.022707, valid_loss: 1.103888, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:07.880672: iter: [49/50], train_loss: 1.029622, valid_loss: 1.103975, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:08.844248: iter: [50/50], train_loss: 1.037398, valid_loss: 1.104059, best_valid_loss: 1.098491, lr: 0.0000100
2022-01-09 13:26:49.323628: iter: [1/20], train_loss: 2.363973, valid_loss: 2.280095, best_valid_loss: 2.280095, lr: 0.0010000
2022-01-09 13:26:50.080380: iter: [2/20], train_loss: 2.075318, valid_loss: 1.663787, best_valid_loss: 1.663787, lr: 0.0010000
2022-01-09 13:26:50.771184: iter: [3/20], train_loss: 1.382429, valid_loss: 1.151267, best_valid_loss: 1.151267, lr: 0.0010000
2022-01-09 13:26:51.491641: iter: [4/20], train_loss: 1.139881, valid_loss: 1.039063, best_valid_loss: 1.039063, lr: 0.0010000
2022-01-09 13:26:52.146482: iter: [5/20], train_loss: 1.098839, valid_loss: 1.011027, best_valid_loss: 1.011027, lr: 0.0010000
2022-01-09 13:26:52.874622: iter: [6/20], train_loss: 1.085427, valid_loss: 1.019230, best_valid_loss: 1.011027, lr: 0.0010000
2022-01-09 13:26:53.551420: iter: [7/20], train_loss: 1.076228, valid_loss: 1.016764, best_valid_loss: 1.011027, lr: 0.0010000
2022-01-09 13:26:54.278936: iter: [8/20], train_loss: 1.075387, valid_loss: 1.003823, best_valid_loss: 1.003823, lr: 0.0010000
2022-01-09 13:26:55.034517: iter: [9/20], train_loss: 1.071955, valid_loss: 1.009362, best_valid_loss: 1.003823, lr: 0.0010000
2022-01-09 13:26:55.730816: iter: [10/20], train_loss: 1.065957, valid_loss: 1.002215, best_valid_loss: 1.002215, lr: 0.0010000
2022-01-09 13:26:56.453991: iter: [11/20], train_loss: 1.066883, valid_loss: 1.002811, best_valid_loss: 1.002215, lr: 0.0001000
2022-01-09 13:26:57.131451: iter: [12/20], train_loss: 1.064189, valid_loss: 1.003628, best_valid_loss: 1.002215, lr: 0.0001000
2022-01-09 13:26:57.769710: iter: [13/20], train_loss: 1.066221, valid_loss: 1.002534, best_valid_loss: 1.002215, lr: 0.0001000
2022-01-09 13:26:58.432539: iter: [14/20], train_loss: 1.065613, valid_loss: 1.001129, best_valid_loss: 1.001129, lr: 0.0001000
2022-01-09 13:26:59.128875: iter: [15/20], train_loss: 1.064187, valid_loss: 1.003519, best_valid_loss: 1.001129, lr: 0.0001000
2022-01-09 13:26:59.789111: iter: [16/20], train_loss: 1.062260, valid_loss: 1.005007, best_valid_loss: 1.001129, lr: 0.0000100
2022-01-09 13:27:00.430365: iter: [17/20], train_loss: 1.063366, valid_loss: 1.003527, best_valid_loss: 1.001129, lr: 0.0000100
2022-01-09 13:27:01.151496: iter: [18/20], train_loss: 1.061131, valid_loss: 1.003650, best_valid_loss: 1.001129, lr: 0.0000100
2022-01-09 13:27:01.834622: iter: [19/20], train_loss: 1.061159, valid_loss: 1.002668, best_valid_loss: 1.001129, lr: 0.0000100
2022-01-09 13:27:02.572648: iter: [20/20], train_loss: 1.066097, valid_loss: 1.001298, best_valid_loss: 1.001129, lr: 0.0000100
2022-01-09 13:31:16.565015: iter: [1/20], train_loss: 2.364359, valid_loss: 2.280936, best_valid_loss: 2.280936, lr: 0.0010000
2022-01-09 13:31:17.249044: iter: [2/20], train_loss: 2.084797, valid_loss: 1.678401, best_valid_loss: 1.678401, lr: 0.0010000
2022-01-09 13:31:17.901122: iter: [3/20], train_loss: 1.385726, valid_loss: 1.155870, best_valid_loss: 1.155870, lr: 0.0010000
2022-01-09 13:31:18.563418: iter: [4/20], train_loss: 1.142594, valid_loss: 1.033563, best_valid_loss: 1.033563, lr: 0.0010000
2022-01-09 13:31:19.289048: iter: [5/20], train_loss: 1.095679, valid_loss: 1.017107, best_valid_loss: 1.017107, lr: 0.0010000
2022-01-09 13:31:20.037770: iter: [6/20], train_loss: 1.082866, valid_loss: 1.021532, best_valid_loss: 1.017107, lr: 0.0010000
2022-01-09 13:31:20.790266: iter: [7/20], train_loss: 1.075081, valid_loss: 1.004564, best_valid_loss: 1.004564, lr: 0.0010000
2022-01-09 13:31:21.510407: iter: [8/20], train_loss: 1.071869, valid_loss: 1.005475, best_valid_loss: 1.004564, lr: 0.0010000
2022-01-09 13:31:22.303266: iter: [9/20], train_loss: 1.063615, valid_loss: 1.007300, best_valid_loss: 1.004564, lr: 0.0010000
2022-01-09 13:31:23.176726: iter: [10/20], train_loss: 1.067842, valid_loss: 0.995426, best_valid_loss: 0.995426, lr: 0.0010000
2022-01-09 13:31:24.087907: iter: [11/20], train_loss: 1.062597, valid_loss: 0.997413, best_valid_loss: 0.995426, lr: 0.0001000
2022-01-09 13:31:24.783607: iter: [12/20], train_loss: 1.067259, valid_loss: 0.998098, best_valid_loss: 0.995426, lr: 0.0001000
2022-01-09 13:31:25.548970: iter: [13/20], train_loss: 1.062474, valid_loss: 0.995395, best_valid_loss: 0.995395, lr: 0.0001000
2022-01-09 13:31:26.268908: iter: [14/20], train_loss: 1.063224, valid_loss: 0.998339, best_valid_loss: 0.995395, lr: 0.0001000
2022-01-09 13:31:26.984742: iter: [15/20], train_loss: 1.066538, valid_loss: 0.997308, best_valid_loss: 0.995395, lr: 0.0001000
2022-01-09 13:31:27.703771: iter: [16/20], train_loss: 1.064298, valid_loss: 0.997649, best_valid_loss: 0.995395, lr: 0.0000100
2022-01-09 13:31:28.463495: iter: [17/20], train_loss: 1.064716, valid_loss: 0.998928, best_valid_loss: 0.995395, lr: 0.0000100
2022-01-09 13:31:29.255988: iter: [18/20], train_loss: 1.063931, valid_loss: 0.996543, best_valid_loss: 0.995395, lr: 0.0000100
2022-01-09 13:31:29.972439: iter: [19/20], train_loss: 1.067244, valid_loss: 0.999309, best_valid_loss: 0.995395, lr: 0.0000100
2022-01-09 13:31:30.644702: iter: [20/20], train_loss: 1.062828, valid_loss: 0.996682, best_valid_loss: 0.995395, lr: 0.0000100
